date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2022-05-01,9.3,1.61,30,"1992-05-01 2021-05-01",82.16,4.39,30,"1992-05-01 2021-05-01",19.31,1.9,30,"1992-05-01 2021-05-01",27.57,2.27,30,"1992-05-01 2021-05-01",2.49,1.77,30,"1992-05-01 2021-05-01",42.18,5.33,30,"1992-05-01 2021-05-01",8.3,1.43,30,"1992-05-01 2021-05-01",4.97,1.43,30,"1992-05-01 2021-05-01",82.15,36.02,30,"1992-05-01 2021-05-01",81.35,35.84,30,"1992-05-01 2021-05-01",0.01,0.04,30,"1992-05-01 2021-05-01",0,0,20,"1992-05-01 2012-05-01",,,,
2022-04-01,2.02,1.55,30,"1992-04-01 2021-04-01",79.85,5.93,30,"1992-04-01 2021-04-01",11.26,1.73,30,"1992-04-01 2021-04-01",29.42,2.81,30,"1992-04-01 2021-04-01",-4.97,1.88,30,"1992-04-01 2021-04-01",42.96,5.21,30,"1992-04-01 2021-04-01",1.1,1.32,30,"1992-04-01 2021-04-01",5.78,1.35,30,"1992-04-01 2021-04-01",94.08,40.71,30,"1992-04-01 2021-04-01",78.8,38.95,30,"1992-04-01 2021-04-01",13.18,15.1,30,"1992-04-01 2021-04-01",0.9,1.5,30,"1992-04-01 2021-04-01",,,,
2022-03-01,-3.89,1.97,30,"1992-03-01 2021-03-01",81.52,5.45,30,"1992-03-01 2021-03-01",2.6,2.33,30,"1992-03-01 2021-03-01",28.54,2.94,30,"1992-03-01 2021-03-01",-11.41,2.58,30,"1992-03-01 2021-03-01",49.74,4.93,30,"1992-03-01 2021-03-01",-6.32,2.36,30,"1992-03-01 2021-03-01",5.55,1.26,30,"1992-03-01 2021-03-01",75.6,29.99,30,"1992-03-01 2021-03-01",35.64,26.6,30,"1992-03-01 2021-03-01",35.78,25.27,30,"1992-03-01 2021-03-01",9.1,8.54,30,"1992-03-01 2021-03-01",,,,
2022-02-01,-8.11,2.92,30,"1992-02-01 2021-02-01",82.49,4.58,30,"1992-02-01 2021-02-01",-3.35,2.57,30,"1992-02-01 2021-02-01",29,3.65,30,"1992-02-01 2021-02-01",-16.45,3.37,30,"1992-02-01 2021-02-01",55.67,3.88,30,"1992-02-01 2021-02-01",-12.17,2.91,30,"1992-02-01 2021-02-01",5.44,1.68,30,"1992-02-01 2021-02-01",68.89,22.19,30,"1992-02-01 2021-02-01",18.35,17.45,30,"1992-02-01 2021-02-01",48.91,20.11,30,"1992-02-01 2021-02-01",13.9,9.15,30,"1992-02-01 2021-02-01",,,,
2022-01-01,-8.67,3.09,30,"1992-01-01 2021-01-01",84.1,3.7,30,"1992-01-01 2021-01-01",-4.8,2.73,30,"1992-01-01 2021-01-01",29.15,3.18,30,"1992-01-01 2021-01-01",-17.07,3.87,30,"1992-01-01 2021-01-01",60.82,4.68,30,"1992-01-01 2021-01-01",-13.16,3.29,30,"1992-01-01 2021-01-01",5.72,1.68,30,"1992-01-01 2021-01-01",83.03,35.46,30,"1992-01-01 2021-01-01",32.05,23.48,30,"1992-01-01 2021-01-01",50.37,19.38,30,"1992-01-01 2021-01-01",10.2,5.3,30,"1992-01-01 2021-01-01",,,,
2021-12-01,-4.37,2.47,30,"1991-12-01 2020-12-01",87.89,3,30,"1991-12-01 2020-12-01",-0.97,2.47,30,"1991-12-01 2020-12-01",28.07,2.94,30,"1991-12-01 2020-12-01",-11.65,2.89,30,"1991-12-01 2020-12-01",64.73,3.48,30,"1991-12-01 2020-12-01",-8.37,2.79,30,"1991-12-01 2020-12-01",5.77,1.23,30,"1991-12-01 2020-12-01",93.32,35.44,30,"1991-12-01 2020-12-01",42.8,27.35,30,"1991-12-01 2020-12-01",48.7,27.02,30,"1991-12-01 2020-12-01",6.3,5.5,30,"1991-12-01 2020-12-01",,,,
2021-11-01,1.49,1.71,30,"1991-11-01 2020-11-01",88.26,3.09,30,"1991-11-01 2020-11-01",6.1,2.03,30,"1991-11-01 2020-11-01",27.56,3.39,30,"1991-11-01 2020-11-01",-5.05,1.9,30,"1991-11-01 2020-11-01",59.64,4.84,30,"1991-11-01 2020-11-01",-1.62,1.75,30,"1991-11-01 2020-11-01",5.66,1.43,30,"1991-11-01 2020-11-01",81.66,32.7,30,"1991-11-01 2020-11-01",65.61,30.22,30,"1991-11-01 2020-11-01",15.3,15.24,30,"1991-11-01 2020-11-01",1,1.13,30,"1991-11-01 2020-11-01",,,,
2021-10-01,7.37,1.55,30,"1991-10-01 2020-10-01",89.17,2.27,30,"1991-10-01 2020-10-01",13.4,1.74,30,"1991-10-01 2020-10-01",26.52,2.79,30,"1991-10-01 2020-10-01",1.37,1.81,30,"1991-10-01 2020-10-01",55.72,3.12,30,"1991-10-01 2020-10-01",4.62,1.6,30,"1991-10-01 2020-10-01",5.18,1.14,30,"1991-10-01 2020-10-01",104.27,52.17,30,"1991-10-01 2020-10-01",102.54,53.39,30,"1991-10-01 2020-10-01",0.87,2.48,30,"1991-10-01 2020-10-01",0,0.06,23,"1991-10-01 2018-10-01",,,,
2021-09-01,13.85,1.18,30,"1991-09-01 2020-09-01",90.33,2.21,30,"1991-09-01 2020-09-01",21.23,1.54,30,"1991-09-01 2020-09-01",24.07,2.1,30,"1991-09-01 2020-09-01",8.21,1.48,30,"1991-09-01 2020-09-01",53.58,3.35,30,"1991-09-01 2020-09-01",10.98,1.51,30,"1991-09-01 2020-09-01",3.86,1.16,30,"1991-09-01 2020-09-01",84.89,34.35,30,"1991-09-01 2020-09-01",84.89,34.35,30,"1991-09-01 2020-09-01",0,0,30,"1991-09-01 2020-09-01",0,0,21,"1991-09-01 2012-09-01",,,,
2021-08-01,17.25,0.9,30,"1991-08-01 2020-08-01",88.87,2.54,30,"1991-08-01 2020-08-01",25.64,1.25,30,"1991-08-01 2020-08-01",24.08,2.94,30,"1991-08-01 2020-08-01",12.36,1.02,30,"1991-08-01 2020-08-01",51.72,3.73,30,"1991-08-01 2020-08-01",15.58,1.16,30,"1991-08-01 2020-08-01",3.74,1.33,30,"1991-08-01 2020-08-01",93.67,43.97,30,"1991-08-01 2020-08-01",93.31,44.06,30,"1991-08-01 2020-08-01",0,0,30,"1991-08-01 2020-08-01",0,0,22,"1991-08-01 2012-08-01",,,,
2021-07-01,17.73,1.09,30,"1991-07-01 2020-07-01",86.96,3.2,30,"1991-07-01 2020-07-01",26.62,1.46,30,"1991-07-01 2020-07-01",24.85,2.31,30,"1991-07-01 2020-07-01",12.84,0.99,30,"1991-07-01 2020-07-01",50.28,4.08,30,"1991-07-01 2020-07-01",16.67,1.11,30,"1991-07-01 2020-07-01",4.03,1.13,30,"1991-07-01 2020-07-01",92.36,30.32,30,"1991-07-01 2020-07-01",91.26,30.74,30,"1991-07-01 2020-07-01",0,0,30,"1991-07-01 2020-07-01",0,0,22,"1991-07-01 2012-07-01",,,,
2021-06-01,14.96,1.12,30,"1991-06-01 2020-06-01",85.79,4.16,30,"1991-06-01 2020-06-01",24.17,1.31,30,"1991-06-01 2020-06-01",25.65,2.27,30,"1991-06-01 2020-06-01",9.31,1.33,30,"1991-06-01 2020-06-01",47.96,5.03,30,"1991-06-01 2020-06-01",13.77,1.04,30,"1991-06-01 2020-06-01",4.15,1.13,30,"1991-06-01 2020-06-01",90.92,34.17,30,"1991-06-01 2020-06-01",89.52,32.89,30,"1991-06-01 2020-06-01",0,0,30,"1991-06-01 2020-06-01",0,0,22,"1991-06-01 2012-06-01",,,,
2021-05-01,9.37,1.62,30,"1991-05-01 2020-05-01",82.29,4.3,30,"1991-05-01 2020-05-01",19.33,1.91,30,"1991-05-01 2020-05-01",27.49,2.31,30,"1991-05-01 2020-05-01",2.6,1.74,30,"1991-05-01 2020-05-01",42.5,5.07,30,"1991-05-01 2020-05-01",8.32,1.44,30,"1991-05-01 2020-05-01",4.85,1.49,30,"1991-05-01 2020-05-01",84.8,33.57,30,"1991-05-01 2020-05-01",84,33.45,30,"1991-05-01 2020-05-01",0.01,0.04,30,"1991-05-01 2020-05-01",0,0,21,"1991-05-01 2012-05-01",,,,
2021-04-01,2.05,1.59,30,"1991-04-01 2020-04-01",80.05,5.93,30,"1991-04-01 2020-04-01",11.22,1.68,30,"1991-04-01 2020-04-01",29.32,2.9,30,"1991-04-01 2020-04-01",-4.93,1.92,30,"1991-04-01 2020-04-01",43.27,5.22,30,"1991-04-01 2020-04-01",1.09,1.29,30,"1991-04-01 2020-04-01",5.72,1.36,30,"1991-04-01 2020-04-01",95.38,40.97,30,"1991-04-01 2020-04-01",80.38,39.71,30,"1991-04-01 2020-04-01",13,15.23,30,"1991-04-01 2020-04-01",0.9,1.5,30,"1991-04-01 2020-04-01",,,,
2021-03-01,-3.9,1.97,30,"1991-03-01 2020-03-01",81.55,5.44,30,"1991-03-01 2020-03-01",2.53,2.28,30,"1991-03-01 2020-03-01",28.38,2.93,30,"1991-03-01 2020-03-01",-11.36,2.6,30,"1991-03-01 2020-03-01",50.08,4.8,30,"1991-03-01 2020-03-01",-6.29,2.38,30,"1991-03-01 2020-03-01",5.53,1.24,30,"1991-03-01 2020-03-01",77.09,29.79,30,"1991-03-01 2020-03-01",35.67,26.61,30,"1991-03-01 2020-03-01",37.03,24.49,30,"1991-03-01 2020-03-01",8.8,8.58,30,"1991-03-01 2020-03-01",,,,
2021-02-01,-8.05,2.95,30,"1991-02-01 2020-02-01",82.36,4.52,30,"1991-02-01 2020-02-01",-3.26,2.61,30,"1991-02-01 2020-02-01",28.94,3.68,30,"1991-02-01 2020-02-01",-16.46,3.36,30,"1991-02-01 2020-02-01",55.52,3.83,30,"1991-02-01 2020-02-01",-12.13,2.93,30,"1991-02-01 2020-02-01",5.4,1.69,30,"1991-02-01 2020-02-01",68.06,22.41,30,"1991-02-01 2020-02-01",18.89,17.18,30,"1991-02-01 2020-02-01",47.62,19.77,30,"1991-02-01 2020-02-01",12.9,8.16,30,"1991-02-01 2020-02-01",,,,
2021-01-01,-8.74,3.07,30,"1991-01-01 2020-01-01",83.96,3.6,30,"1991-01-01 2020-01-01",-4.87,2.72,30,"1991-01-01 2020-01-01",29.23,3.05,30,"1991-01-01 2020-01-01",-17.34,3.81,30,"1991-01-01 2020-01-01",60.4,4.62,30,"1991-01-01 2020-01-01",-13.35,3.26,30,"1991-01-01 2020-01-01",5.66,1.71,30,"1991-01-01 2020-01-01",83.66,35.16,30,"1991-01-01 2020-01-01",32.57,22.93,30,"1991-01-01 2020-01-01",50.68,19.55,30,"1991-01-01 2020-01-01",10.4,5.47,30,"1991-01-01 2020-01-01",,,,
2020-12-01,-4.42,2.45,30,"1990-12-01 2019-12-01",87.71,3.19,30,"1990-12-01 2019-12-01",-1.01,2.44,30,"1990-12-01 2019-12-01",27.88,2.94,30,"1990-12-01 2019-12-01",-11.77,2.88,30,"1990-12-01 2019-12-01",64.66,3.54,30,"1990-12-01 2019-12-01",-8.46,2.74,30,"1990-12-01 2019-12-01",5.68,1.25,30,"1990-12-01 2019-12-01",95.61,36.65,30,"1990-12-01 2019-12-01",44.69,29.63,30,"1990-12-01 2019-12-01",49.08,26.83,30,"1990-12-01 2019-12-01",6.5,5.42,30,"1990-12-01 2019-12-01",,,,
2020-11-01,1.42,1.69,30,"1990-11-01 2019-11-01",88.08,3.38,30,"1990-11-01 2019-11-01",6.02,1.96,30,"1990-11-01 2019-11-01",27.51,3.39,30,"1990-11-01 2019-11-01",-5.13,1.9,30,"1990-11-01 2019-11-01",59.74,4.76,30,"1990-11-01 2019-11-01",-1.68,1.73,30,"1990-11-01 2019-11-01",5.62,1.44,30,"1990-11-01 2019-11-01",82.4,32.55,30,"1990-11-01 2019-11-01",66.59,29.9,30,"1990-11-01 2019-11-01",15.1,15.19,30,"1990-11-01 2019-11-01",1,1.14,30,"1990-11-01 2019-11-01",,,,
2020-10-01,7.37,1.55,30,"1990-10-01 2019-10-01",89.19,2.26,30,"1990-10-01 2019-10-01",13.39,1.74,30,"1990-10-01 2019-10-01",26.51,2.78,30,"1990-10-01 2019-10-01",1.4,1.8,30,"1990-10-01 2019-10-01",55.93,3.16,30,"1990-10-01 2019-10-01",4.62,1.6,30,"1990-10-01 2019-10-01",5.16,1.15,30,"1990-10-01 2019-10-01",104.6,52.23,30,"1990-10-01 2019-10-01",102.86,53.46,30,"1990-10-01 2019-10-01",0.87,2.48,30,"1990-10-01 2019-10-01",0,0.06,24,"1990-10-01 2018-10-01",,,,
2020-09-01,13.84,1.19,30,"1990-09-01 2019-09-01",90.3,2.24,30,"1990-09-01 2019-09-01",21.2,1.57,30,"1990-09-01 2019-09-01",24.01,2.12,30,"1990-09-01 2019-09-01",8.19,1.5,30,"1990-09-01 2019-09-01",53.77,3.41,30,"1990-09-01 2019-09-01",10.95,1.54,30,"1990-09-01 2019-09-01",3.75,1.16,30,"1990-09-01 2019-09-01",85,34.32,30,"1990-09-01 2019-09-01",85,34.32,30,"1990-09-01 2019-09-01",0,0,30,"1990-09-01 2019-09-01",0,0,22,"1990-09-01 2012-09-01",,,,
2020-08-01,17.23,0.9,30,"1990-08-01 2019-08-01",88.77,2.56,30,"1990-08-01 2019-08-01",25.65,1.24,30,"1990-08-01 2019-08-01",23.88,3.03,30,"1990-08-01 2019-08-01",12.36,1.02,30,"1990-08-01 2019-08-01",51.79,3.73,30,"1990-08-01 2019-08-01",15.56,1.16,30,"1990-08-01 2019-08-01",3.64,1.35,30,"1990-08-01 2019-08-01",90.67,41.36,30,"1990-08-01 2019-08-01",90.32,41.43,30,"1990-08-01 2019-08-01",0,0,30,"1990-08-01 2019-08-01",0,0,23,"1990-08-01 2012-08-01",,,,
2020-07-01,17.65,1.05,30,"1990-07-01 2019-07-01",86.91,3.24,30,"1990-07-01 2019-07-01",26.51,1.36,30,"1990-07-01 2019-07-01",24.67,2.46,30,"1990-07-01 2019-07-01",12.76,0.94,30,"1990-07-01 2019-07-01",50.34,4.03,30,"1990-07-01 2019-07-01",16.57,1.02,30,"1990-07-01 2019-07-01",3.97,1.16,30,"1990-07-01 2019-07-01",93.88,31.14,30,"1990-07-01 2019-07-01",92.78,31.59,30,"1990-07-01 2019-07-01",0,0,30,"1990-07-01 2019-07-01",0,0,23,"1990-07-01 2012-07-01",,,,
2020-06-01,14.97,1.12,30,"1990-06-01 2019-06-01",85.86,4.12,30,"1990-06-01 2019-06-01",24.06,1.29,30,"1990-06-01 2019-06-01",25.58,2.26,30,"1990-06-01 2019-06-01",9.33,1.32,30,"1990-06-01 2019-06-01",48.45,4.94,30,"1990-06-01 2019-06-01",13.74,1.04,30,"1990-06-01 2019-06-01",4.09,1.13,30,"1990-06-01 2019-06-01",91.66,33.43,30,"1990-06-01 2019-06-01",90.27,32.15,30,"1990-06-01 2019-06-01",0,0,30,"1990-06-01 2019-06-01",0,0,23,"1990-06-01 2012-06-01",,,,
2020-05-01,9.39,1.6,30,"1990-05-01 2019-05-01",82.63,3.76,30,"1990-05-01 2019-05-01",19.26,1.95,30,"1990-05-01 2019-05-01",27.35,2.28,30,"1990-05-01 2019-05-01",2.67,1.61,30,"1990-05-01 2019-05-01",42.88,4.66,30,"1990-05-01 2019-05-01",8.27,1.5,30,"1990-05-01 2019-05-01",4.79,1.48,30,"1990-05-01 2019-05-01",86.3,32.26,30,"1990-05-01 2019-05-01",85.52,32.13,30,"1990-05-01 2019-05-01",0.01,0.04,30,"1990-05-01 2019-05-01",0,0,22,"1990-05-01 2012-05-01",,,,
2020-04-01,2.2,1.57,30,"1990-04-01 2019-04-01",80.33,5.93,30,"1990-04-01 2019-04-01",11.25,1.66,30,"1990-04-01 2019-04-01",29.19,2.77,30,"1990-04-01 2019-04-01",-4.76,1.9,30,"1990-04-01 2019-04-01",43.81,5.26,30,"1990-04-01 2019-04-01",1.14,1.29,30,"1990-04-01 2019-04-01",5.61,1.3,30,"1990-04-01 2019-04-01",96.17,40.83,30,"1990-04-01 2019-04-01",80.74,39.7,30,"1990-04-01 2019-04-01",13.43,15.13,30,"1990-04-01 2019-04-01",0.9,1.49,30,"1990-04-01 2019-04-01",,,,
2020-03-01,-3.97,1.91,30,"1990-03-01 2019-03-01",81.36,5.44,30,"1990-03-01 2019-03-01",2.48,2.24,30,"1990-03-01 2019-03-01",28.23,2.9,30,"1990-03-01 2019-03-01",-11.43,2.57,30,"1990-03-01 2019-03-01",50.04,4.81,30,"1990-03-01 2019-03-01",-6.37,2.33,30,"1990-03-01 2019-03-01",5.43,1.23,30,"1990-03-01 2019-03-01",74.34,28.66,30,"1990-03-01 2019-03-01",32.84,22.19,30,"1990-03-01 2019-03-01",37.16,24.36,30,"1990-03-01 2019-03-01",8.7,8.66,30,"1990-03-01 2019-03-01",,,,
2020-02-01,-8.05,2.95,30,"1990-02-01 2019-02-01",82.36,4.52,30,"1990-02-01 2019-02-01",-3.27,2.6,30,"1990-02-01 2019-02-01",28.96,3.68,30,"1990-02-01 2019-02-01",-16.55,3.35,30,"1990-02-01 2019-02-01",55.32,3.8,30,"1990-02-01 2019-02-01",-12.16,2.92,30,"1990-02-01 2019-02-01",5.33,1.7,30,"1990-02-01 2019-02-01",68.05,22.4,30,"1990-02-01 2019-02-01",19.8,17.63,30,"1990-02-01 2019-02-01",46.68,19.46,30,"1990-02-01 2019-02-01",12.4,8.04,30,"1990-02-01 2019-02-01",,,,
2020-01-01,-8.65,3.21,30,"1990-01-01 2019-01-01",83.98,3.61,30,"1990-01-01 2019-01-01",-4.77,2.87,30,"1990-01-01 2019-01-01",29.4,3.01,30,"1990-01-01 2019-01-01",-17.34,3.82,30,"1990-01-01 2019-01-01",60.26,4.48,30,"1990-01-01 2019-01-01",-13.3,3.32,30,"1990-01-01 2019-01-01",5.7,1.7,30,"1990-01-01 2019-01-01",82.75,34.86,30,"1990-01-01 2019-01-01",31.97,22.7,30,"1990-01-01 2019-01-01",50.47,19.49,30,"1990-01-01 2019-01-01",10.2,5.54,30,"1990-01-01 2019-01-01",,,,
2019-12-01,-4.82,3.23,30,"1989-12-01 2018-12-01",87.3,4,30,"1989-12-01 2018-12-01",-1.35,3.01,30,"1989-12-01 2018-12-01",27.7,2.98,30,"1989-12-01 2018-12-01",-12.2,3.72,30,"1989-12-01 2018-12-01",64.44,3.85,30,"1989-12-01 2018-12-01",-8.87,3.45,30,"1989-12-01 2018-12-01",5.58,1.23,30,"1989-12-01 2018-12-01",94.66,37.61,30,"1989-12-01 2018-12-01",44.11,30.03,30,"1989-12-01 2018-12-01",49.08,26.83,30,"1989-12-01 2018-12-01",6.8,5.37,30,"1989-12-01 2018-12-01",,,,
2019-11-01,1.47,1.61,30,"1989-11-01 2018-11-01",88.08,3.37,30,"1989-11-01 2018-11-01",6.06,1.9,30,"1989-11-01 2018-11-01",27.57,3.41,30,"1989-11-01 2018-11-01",-5.13,1.9,30,"1989-11-01 2018-11-01",59.76,4.76,30,"1989-11-01 2018-11-01",-1.66,1.69,30,"1989-11-01 2018-11-01",5.55,1.42,30,"1989-11-01 2018-11-01",85.98,36.48,30,"1989-11-01 2018-11-01",70.19,32.24,30,"1989-11-01 2018-11-01",15.29,15.42,30,"1989-11-01 2018-11-01",1,1.15,30,"1989-11-01 2018-11-01",,,,
2019-10-01,7.35,1.54,30,"1989-10-01 2018-10-01",89.11,2.23,30,"1989-10-01 2018-10-01",13.38,1.74,30,"1989-10-01 2018-10-01",26.41,2.84,30,"1989-10-01 2018-10-01",1.36,1.79,30,"1989-10-01 2018-10-01",55.9,3.15,30,"1989-10-01 2018-10-01",4.6,1.6,30,"1989-10-01 2018-10-01",5.16,1.15,30,"1989-10-01 2018-10-01",100.1,43.8,30,"1989-10-01 2018-10-01",98.16,44.98,30,"1989-10-01 2018-10-01",1.06,2.62,30,"1989-10-01 2018-10-01",0,0.06,25,"1989-10-01 2018-10-01",,,,
