date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2022-01-01,-9.4,2.87,30,"1992-01-01 2021-01-01",78.86,3.52,30,"1992-01-01 2021-01-01",-1.04,3.66,30,"1992-01-01 2021-01-01",28.01,4.53,30,"1992-01-01 2021-01-01",-16.8,3.34,30,"1992-01-01 2021-01-01",49.16,5.34,30,"1992-01-01 2021-01-01",-12.82,3.48,30,"1992-01-01 2021-01-01",2.51,1.13,30,"1992-01-01 2021-01-01",10.55,6.9,30,"1992-01-01 2021-01-01",0.16,0.34,30,"1992-01-01 2021-01-01",16.73,9.37,30,"1992-01-01 2021-01-01",5.3,4.62,30,"1992-01-01 2021-01-01",,,,
2021-12-01,-9.09,2.82,30,"1991-12-01 2020-12-01",79.64,4.99,30,"1991-12-01 2020-12-01",-0.67,4.03,30,"1991-12-01 2020-12-01",27.77,4.19,30,"1991-12-01 2020-12-01",-16.06,3.38,30,"1991-12-01 2020-12-01",49.46,6.54,30,"1991-12-01 2020-12-01",-12.2,3.62,30,"1991-12-01 2020-12-01",2.51,0.98,30,"1991-12-01 2020-12-01",14.21,10.78,30,"1991-12-01 2020-12-01",0.32,0.73,30,"1991-12-01 2020-12-01",18.97,12.56,30,"1991-12-01 2020-12-01",4.9,4.87,30,"1991-12-01 2020-12-01",,,,
2021-11-01,-5.27,1.99,30,"1991-11-01 2020-11-01",81.89,3.77,30,"1991-11-01 2020-11-01",3.7,3.21,30,"1991-11-01 2020-11-01",27.72,3.13,30,"1991-11-01 2020-11-01",-11.67,2.38,30,"1991-11-01 2020-11-01",47.78,7.5,30,"1991-11-01 2020-11-01",-7.64,2.67,30,"1991-11-01 2020-11-01",2.45,1.04,30,"1991-11-01 2020-11-01",16.82,10.92,30,"1991-11-01 2020-11-01",1.71,2.51,30,"1991-11-01 2020-11-01",20.22,12,30,"1991-11-01 2020-11-01",2.5,2.07,30,"1991-11-01 2020-11-01",,,,
2021-10-01,-0.2,1.3,30,"1991-10-01 2020-10-01",80.73,5.42,30,"1991-10-01 2020-10-01",11.17,2.39,30,"1991-10-01 2020-10-01",28.37,3,30,"1991-10-01 2020-10-01",-6.03,1.52,30,"1991-10-01 2020-10-01",40.82,6.34,30,"1991-10-01 2020-10-01",-1.29,1.49,30,"1991-10-01 2020-10-01",2.86,1.18,30,"1991-10-01 2020-10-01",19.17,11.89,30,"1991-10-01 2020-10-01",8.85,5.8,30,"1991-10-01 2020-10-01",12.16,11.01,30,"1991-10-01 2020-10-01",1.2,1.73,28,"1991-10-01 2020-10-01",,,,
2021-09-01,5.56,1.07,30,"1991-09-01 2020-09-01",82.7,5.81,30,"1991-09-01 2020-09-01",18.23,2.54,30,"1991-09-01 2020-09-01",26.6,2.13,30,"1991-09-01 2020-09-01",0.41,1.17,30,"1991-09-01 2020-09-01",39.49,6.59,30,"1991-09-01 2020-09-01",4.71,1.27,30,"1991-09-01 2020-09-01",2.65,1.24,30,"1991-09-01 2020-09-01",36.63,21.2,30,"1991-09-01 2020-09-01",31.97,20.38,30,"1991-09-01 2020-09-01",3.87,8.15,30,"1991-09-01 2020-09-01",0.5,1.82,26,"1991-09-01 2020-09-01",,,,
2021-08-01,10.34,1.25,30,"1991-08-01 2020-08-01",84.87,4.76,30,"1991-08-01 2020-08-01",23.03,1.96,30,"1991-08-01 2020-08-01",26.29,1.69,30,"1991-08-01 2020-08-01",5.09,1.4,30,"1991-08-01 2020-08-01",39.49,6.97,30,"1991-08-01 2020-08-01",9.24,1.16,30,"1991-08-01 2020-08-01",2.16,1,30,"1991-08-01 2020-08-01",56.37,27.06,30,"1991-08-01 2020-08-01",55.67,27.24,30,"1991-08-01 2020-08-01",0.03,0.18,30,"1991-08-01 2020-08-01",0,0,21,"1991-08-01 2011-08-01",,,,
2021-07-01,11.85,1.37,30,"1991-07-01 2020-07-01",85.98,4.23,30,"1991-07-01 2020-07-01",23.45,1.94,30,"1991-07-01 2020-07-01",28.34,1.78,30,"1991-07-01 2020-07-01",6.11,1.26,30,"1991-07-01 2020-07-01",41.5,5.83,30,"1991-07-01 2020-07-01",10.24,1.18,30,"1991-07-01 2020-07-01",2.52,0.96,30,"1991-07-01 2020-07-01",66.6,39.54,30,"1991-07-01 2020-07-01",65.99,37.86,30,"1991-07-01 2020-07-01",0,0,30,"1991-07-01 2020-07-01",0,0,23,"1991-07-01 2019-07-01",,,,
2021-06-01,8.75,1.2,30,"1991-06-01 2020-06-01",85.18,5.04,30,"1991-06-01 2020-06-01",19.7,1.28,30,"1991-06-01 2020-06-01",29.24,1.39,30,"1991-06-01 2020-06-01",3.17,1.4,30,"1991-06-01 2020-06-01",42.63,6.34,30,"1991-06-01 2020-06-01",7.71,1.03,30,"1991-06-01 2020-06-01",3.11,1,30,"1991-06-01 2020-06-01",104.71,46.9,30,"1991-06-01 2020-06-01",103.99,47.21,30,"1991-06-01 2020-06-01",0.13,0.68,30,"1991-06-01 2020-06-01",0,0,23,"1991-06-01 2019-06-01",,,,
2021-05-01,3.62,1.32,30,"1991-05-01 2020-05-01",80.92,5.66,30,"1991-05-01 2020-05-01",16.31,2.02,30,"1991-05-01 2020-05-01",29.89,2.05,30,"1991-05-01 2020-05-01",-2.09,1.55,30,"1991-05-01 2020-05-01",37.85,5.8,30,"1991-05-01 2020-05-01",3.37,1.43,30,"1991-05-01 2020-05-01",3.49,1.04,30,"1991-05-01 2020-05-01",59.37,27.69,30,"1991-05-01 2020-05-01",51.01,28.69,30,"1991-05-01 2020-05-01",9.01,10.43,30,"1991-05-01 2020-05-01",0.5,1.34,27,"1991-05-01 2020-05-01",,,,
2021-04-01,-1.51,1.48,30,"1991-04-01 2020-04-01",80.33,4.86,30,"1991-04-01 2020-04-01",10.65,2.36,30,"1991-04-01 2020-04-01",29.94,2.63,30,"1991-04-01 2020-04-01",-7.51,1.68,30,"1991-04-01 2020-04-01",37.43,6.17,30,"1991-04-01 2020-04-01",-2.02,1.53,30,"1991-04-01 2020-04-01",3.6,0.99,30,"1991-04-01 2020-04-01",29.19,20.72,30,"1991-04-01 2020-04-01",12.19,14.6,30,"1991-04-01 2020-04-01",20.72,16.93,30,"1991-04-01 2020-04-01",1.2,1.45,29,"1991-04-01 2020-04-01",,,,
2021-03-01,-5.66,2.27,30,"1991-03-01 2020-03-01",81.68,4.34,30,"1991-03-01 2020-03-01",3.88,4.18,30,"1991-03-01 2020-03-01",28.05,3.46,30,"1991-03-01 2020-03-01",-12.28,2.53,30,"1991-03-01 2020-03-01",44.84,8.96,30,"1991-03-01 2020-03-01",-7.84,3.13,30,"1991-03-01 2020-03-01",2.9,1.04,30,"1991-03-01 2020-03-01",17.43,12.16,30,"1991-03-01 2020-03-01",1.14,1.59,30,"1991-03-01 2020-03-01",23.15,14.97,30,"1991-03-01 2020-03-01",3.1,3.02,30,"1991-03-01 2020-03-01",,,,
2021-02-01,-8.71,3.54,30,"1991-02-01 2020-02-01",79.96,4.83,30,"1991-02-01 2020-02-01",0.02,4.47,30,"1991-02-01 2020-02-01",26.75,3.46,30,"1991-02-01 2020-02-01",-15.59,3.93,30,"1991-02-01 2020-02-01",48.14,6.73,30,"1991-02-01 2020-02-01",-11.72,4.1,30,"1991-02-01 2020-02-01",2.52,0.92,30,"1991-02-01 2020-02-01",12.37,9.48,30,"1991-02-01 2020-02-01",0.14,0.3,30,"1991-02-01 2020-02-01",17.11,12.36,30,"1991-02-01 2020-02-01",3.8,2.71,30,"1991-02-01 2020-02-01",,,,
2021-01-01,-9.55,2.87,30,"1991-01-01 2020-01-01",78.69,3.63,30,"1991-01-01 2020-01-01",-1.18,3.65,30,"1991-01-01 2020-01-01",28.05,4.53,30,"1991-01-01 2020-01-01",-16.96,3.34,30,"1991-01-01 2020-01-01",49.09,5.38,30,"1991-01-01 2020-01-01",-12.98,3.43,30,"1991-01-01 2020-01-01",2.48,1.09,30,"1991-01-01 2020-01-01",10.65,6.84,30,"1991-01-01 2020-01-01",0.15,0.34,30,"1991-01-01 2020-01-01",16.84,9.28,30,"1991-01-01 2020-01-01",5.2,4.67,30,"1991-01-01 2020-01-01",,,,
2020-12-01,-9.29,2.82,30,"1990-12-01 2019-12-01",79.62,4.99,30,"1990-12-01 2019-12-01",-0.94,4.01,30,"1990-12-01 2019-12-01",28.06,4.4,30,"1990-12-01 2019-12-01",-16.32,3.42,30,"1990-12-01 2019-12-01",49.62,6.5,30,"1990-12-01 2019-12-01",-12.47,3.63,30,"1990-12-01 2019-12-01",2.57,1.06,30,"1990-12-01 2019-12-01",13.35,9.88,30,"1990-12-01 2019-12-01",0.34,0.73,30,"1990-12-01 2019-12-01",18.23,11.96,30,"1990-12-01 2019-12-01",4.7,4.89,30,"1990-12-01 2019-12-01",,,,
2020-11-01,-5.32,1.99,30,"1990-11-01 2019-11-01",82.01,3.79,30,"1990-11-01 2019-11-01",3.54,3.21,30,"1990-11-01 2019-11-01",27.86,3.31,30,"1990-11-01 2019-11-01",-11.69,2.38,30,"1990-11-01 2019-11-01",48.13,7.38,30,"1990-11-01 2019-11-01",-7.73,2.67,30,"1990-11-01 2019-11-01",2.37,1.04,30,"1990-11-01 2019-11-01",16.92,10.94,30,"1990-11-01 2019-11-01",1.63,2.52,30,"1990-11-01 2019-11-01",20.65,12.14,30,"1990-11-01 2019-11-01",2.5,2.05,30,"1990-11-01 2019-11-01",,,,
2020-10-01,-0.25,1.34,30,"1990-10-01 2019-10-01",80.4,5.4,30,"1990-10-01 2019-10-01",11.26,2.32,30,"1990-10-01 2019-10-01",28.55,3.11,30,"1990-10-01 2019-10-01",-6.1,1.58,30,"1990-10-01 2019-10-01",40.31,6.31,30,"1990-10-01 2019-10-01",-1.31,1.5,30,"1990-10-01 2019-10-01",2.77,1.21,30,"1990-10-01 2019-10-01",18.81,11.91,30,"1990-10-01 2019-10-01",8.91,5.75,30,"1990-10-01 2019-10-01",11.59,10.61,30,"1990-10-01 2019-10-01",1.1,1.59,28,"1990-10-01 2019-10-01",,,,
2020-09-01,5.54,1.06,30,"1990-09-01 2019-09-01",82.65,5.84,30,"1990-09-01 2019-09-01",18.31,2.64,30,"1990-09-01 2019-09-01",26.53,2.13,30,"1990-09-01 2019-09-01",0.37,1.15,30,"1990-09-01 2019-09-01",39.24,6.83,30,"1990-09-01 2019-09-01",4.68,1.23,30,"1990-09-01 2019-09-01",2.6,1.27,30,"1990-09-01 2019-09-01",36.2,21.65,30,"1990-09-01 2019-09-01",31.54,20.75,30,"1990-09-01 2019-09-01",3.87,8.15,30,"1990-09-01 2019-09-01",0.5,1.82,26,"1990-09-01 2019-09-01",,,,
2020-08-01,10.37,1.26,30,"1990-08-01 2019-08-01",85.2,4.69,30,"1990-08-01 2019-08-01",22.97,1.92,30,"1990-08-01 2019-08-01",26.12,1.66,30,"1990-08-01 2019-08-01",5.2,1.38,30,"1990-08-01 2019-08-01",39.94,6.61,30,"1990-08-01 2019-08-01",9.22,1.14,30,"1990-08-01 2019-08-01",2.09,0.99,30,"1990-08-01 2019-08-01",57.81,25.95,30,"1990-08-01 2019-08-01",57.11,26.17,30,"1990-08-01 2019-08-01",0.03,0.18,30,"1990-08-01 2019-08-01",0,0,22,"1990-08-01 2011-08-01",,,,
2020-07-01,11.81,1.38,30,"1990-07-01 2019-07-01",85.96,4.24,30,"1990-07-01 2019-07-01",23.42,1.96,30,"1990-07-01 2019-07-01",28.36,1.78,30,"1990-07-01 2019-07-01",6.11,1.26,30,"1990-07-01 2019-07-01",41.56,5.85,30,"1990-07-01 2019-07-01",10.22,1.17,30,"1990-07-01 2019-07-01",2.45,0.99,30,"1990-07-01 2019-07-01",66.67,39.57,30,"1990-07-01 2019-07-01",66.06,37.89,30,"1990-07-01 2019-07-01",0,0,30,"1990-07-01 2019-07-01",0,0,24,"1990-07-01 2019-07-01",,,,
2020-06-01,8.69,1.21,30,"1990-06-01 2019-06-01",85.01,5.19,30,"1990-06-01 2019-06-01",19.7,1.28,30,"1990-06-01 2019-06-01",29.41,1.66,30,"1990-06-01 2019-06-01",3.15,1.41,30,"1990-06-01 2019-06-01",42.62,6.34,30,"1990-06-01 2019-06-01",7.68,1.02,30,"1990-06-01 2019-06-01",3.05,0.99,30,"1990-06-01 2019-06-01",101.02,45.82,30,"1990-06-01 2019-06-01",100.31,46.07,30,"1990-06-01 2019-06-01",0.13,0.68,30,"1990-06-01 2019-06-01",0,0,24,"1990-06-01 2019-06-01",,,,
2020-05-01,3.65,1.33,30,"1990-05-01 2019-05-01",81.05,5.7,30,"1990-05-01 2019-05-01",16.3,2.02,30,"1990-05-01 2019-05-01",29.92,2.03,30,"1990-05-01 2019-05-01",-2.08,1.55,30,"1990-05-01 2019-05-01",37.94,5.83,30,"1990-05-01 2019-05-01",3.33,1.43,30,"1990-05-01 2019-05-01",3.42,1.13,30,"1990-05-01 2019-05-01",59.03,27.1,30,"1990-05-01 2019-05-01",50.35,27.53,30,"1990-05-01 2019-05-01",9.47,10.33,30,"1990-05-01 2019-05-01",0.5,1.33,27,"1990-05-01 2019-05-01",,,,
2020-04-01,-1.43,1.45,30,"1990-04-01 2019-04-01",80.39,4.83,30,"1990-04-01 2019-04-01",10.74,2.31,30,"1990-04-01 2019-04-01",30.02,2.65,30,"1990-04-01 2019-04-01",-7.39,1.63,30,"1990-04-01 2019-04-01",37.46,6.17,30,"1990-04-01 2019-04-01",-1.98,1.52,30,"1990-04-01 2019-04-01",3.56,0.99,30,"1990-04-01 2019-04-01",29.03,20.76,30,"1990-04-01 2019-04-01",12.09,14.64,30,"1990-04-01 2019-04-01",20.8,16.94,30,"1990-04-01 2019-04-01",1.2,1.45,29,"1990-04-01 2019-04-01",,,,
2020-03-01,-5.58,2.26,30,"1990-03-01 2019-03-01",81.41,4.54,30,"1990-03-01 2019-03-01",4.1,4.22,30,"1990-03-01 2019-03-01",27.92,3.43,30,"1990-03-01 2019-03-01",-12.21,2.51,30,"1990-03-01 2019-03-01",44.51,9.16,30,"1990-03-01 2019-03-01",-7.72,3.13,30,"1990-03-01 2019-03-01",2.81,1.02,30,"1990-03-01 2019-03-01",16.84,12.14,30,"1990-03-01 2019-03-01",1.15,1.59,30,"1990-03-01 2019-03-01",22.67,15.02,30,"1990-03-01 2019-03-01",3.1,3.04,30,"1990-03-01 2019-03-01",,,,
2020-02-01,-8.86,3.53,30,"1990-02-01 2019-02-01",79.71,5.02,30,"1990-02-01 2019-02-01",-0.05,4.45,30,"1990-02-01 2019-02-01",26.88,3.68,30,"1990-02-01 2019-02-01",-15.77,3.96,30,"1990-02-01 2019-02-01",48.03,6.85,30,"1990-02-01 2019-02-01",-11.87,4.08,30,"1990-02-01 2019-02-01",2.46,0.91,30,"1990-02-01 2019-02-01",11.92,9.43,30,"1990-02-01 2019-02-01",0.13,0.3,30,"1990-02-01 2019-02-01",16.73,12.4,30,"1990-02-01 2019-02-01",3.7,2.72,30,"1990-02-01 2019-02-01",,,,
2020-01-01,-9.45,2.86,30,"1990-01-01 2019-01-01",78.74,3.61,30,"1990-01-01 2019-01-01",-1.03,3.67,30,"1990-01-01 2019-01-01",28.38,4.6,30,"1990-01-01 2019-01-01",-16.87,3.34,30,"1990-01-01 2019-01-01",48.92,5.53,30,"1990-01-01 2019-01-01",-12.88,3.46,30,"1990-01-01 2019-01-01",2.41,1.12,30,"1990-01-01 2019-01-01",10.73,6.75,30,"1990-01-01 2019-01-01",0.15,0.34,30,"1990-01-01 2019-01-01",17.11,9.01,30,"1990-01-01 2019-01-01",5,4.74,30,"1990-01-01 2019-01-01",,,,
2019-12-01,-9.29,2.82,30,"1989-12-01 2018-12-01",79.45,4.95,30,"1989-12-01 2018-12-01",-0.92,4.02,30,"1989-12-01 2018-12-01",28.21,4.42,30,"1989-12-01 2018-12-01",-16.4,3.36,30,"1989-12-01 2018-12-01",49.39,6.33,30,"1989-12-01 2018-12-01",-12.48,3.62,30,"1989-12-01 2018-12-01",2.52,1.08,30,"1989-12-01 2018-12-01",13.56,9.99,30,"1989-12-01 2018-12-01",0.37,0.8,30,"1989-12-01 2018-12-01",18.33,11.99,30,"1989-12-01 2018-12-01",4.6,4.92,30,"1989-12-01 2018-12-01",,,,
2019-11-01,-5.28,2.01,30,"1989-11-01 2018-11-01",82.13,3.85,30,"1989-11-01 2018-11-01",3.59,3.22,30,"1989-11-01 2018-11-01",28.07,3.35,30,"1989-11-01 2018-11-01",-11.65,2.4,30,"1989-11-01 2018-11-01",48.03,7.36,30,"1989-11-01 2018-11-01",-7.71,2.68,30,"1989-11-01 2018-11-01",2.3,1.07,30,"1989-11-01 2018-11-01",16.07,9.84,30,"1989-11-01 2018-11-01",1.76,2.57,30,"1989-11-01 2018-11-01",19.67,11.43,30,"1989-11-01 2018-11-01",2.4,2.05,30,"1989-11-01 2018-11-01",,,,
2019-10-01,-0.17,1.29,30,"1989-10-01 2018-10-01",80.37,5.41,30,"1989-10-01 2018-10-01",11.39,2.28,30,"1989-10-01 2018-10-01",28.52,3.1,30,"1989-10-01 2018-10-01",-5.99,1.49,30,"1989-10-01 2018-10-01",40.2,6.37,30,"1989-10-01 2018-10-01",-1.24,1.45,30,"1989-10-01 2018-10-01",2.63,1.21,30,"1989-10-01 2018-10-01",18.54,12.1,30,"1989-10-01 2018-10-01",8.98,5.65,30,"1989-10-01 2018-10-01",11.19,10.68,30,"1989-10-01 2018-10-01",1,1.6,28,"1989-10-01 2018-10-01",,,,
