date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2022-04-01,-0.81,1.59,30,"1992-04-01 2021-04-01",88.95,3.82,30,"1992-04-01 2021-04-01",8.7,2.25,30,"1992-04-01 2021-04-01",25.07,2.19,30,"1992-04-01 2021-04-01",-7.55,1.91,30,"1992-04-01 2021-04-01",42.64,5.77,30,"1992-04-01 2021-04-01",-4.08,1.42,30,"1992-04-01 2021-04-01",2.67,0.92,30,"1992-04-01 2021-04-01",47.78,36.06,30,"1992-04-01 2021-04-01",21.17,24.12,22,"1992-04-01 2021-04-01",13.7,11.54,22,"1992-04-01 2021-04-01",8.1,11.12,21,"1992-04-01 2021-04-01",495611,74152.78,7,"2015-04-01 2021-04-01"
2022-03-01,-5.67,2.55,30,"1992-03-01 2021-03-01",87.49,2.82,30,"1992-03-01 2021-03-01",1.24,2.69,30,"1992-03-01 2021-03-01",23.07,2.44,30,"1992-03-01 2021-03-01",-14.15,3.07,30,"1992-03-01 2021-03-01",48.99,3.95,30,"1992-03-01 2021-03-01",-11.3,2.96,30,"1992-03-01 2021-03-01",2.8,0.78,30,"1992-03-01 2021-03-01",24.47,13.55,30,"1992-03-01 2021-03-01",11.13,10.68,22,"1992-03-01 2021-03-01",17.13,11.18,22,"1992-03-01 2021-03-01",32,21.97,21,"1992-03-01 2021-03-01",430137,25549.17,7,"2015-03-01 2021-03-01"
2022-02-01,-11.01,3.54,30,"1992-02-01 2021-02-01",85.61,3.53,30,"1992-02-01 2021-02-01",-5.32,3.19,30,"1992-02-01 2021-02-01",22.51,2.21,30,"1992-02-01 2021-02-01",-21.23,4.08,30,"1992-02-01 2021-02-01",53.53,5.16,30,"1992-02-01 2021-02-01",-18.44,3.95,30,"1992-02-01 2021-02-01",3.19,1.25,30,"1992-02-01 2021-02-01",12.81,10.1,30,"1992-02-01 2021-02-01",1.28,3.16,23,"1992-02-01 2021-02-01",23.43,17.14,23,"1992-02-01 2021-02-01",40.9,22.71,23,"1992-02-01 2021-02-01",259652,20483.7,7,"2015-02-01 2021-02-01"
2022-01-01,-11.79,3.49,30,"1992-01-01 2021-01-01",85.95,4.14,30,"1992-01-01 2021-01-01",-7.57,3.03,30,"1992-01-01 2021-01-01",22.14,1.69,30,"1992-01-01 2021-01-01",-21.95,4.48,30,"1992-01-01 2021-01-01",60.99,5.46,30,"1992-01-01 2021-01-01",-19.27,3.98,30,"1992-01-01 2021-01-01",3.51,0.93,30,"1992-01-01 2021-01-01",22.74,12.93,30,"1992-01-01 2021-01-01",2.3,3.88,23,"1992-01-01 2021-01-01",29.82,15.41,23,"1992-01-01 2021-01-01",29.2,16.68,21,"1992-01-01 2021-01-01",146199,11847.71,7,"2015-01-01 2021-01-01"
2021-12-01,-8.18,3.01,30,"1991-12-01 2020-12-01",88.73,3.18,30,"1991-12-01 2020-12-01",-4.49,2.91,30,"1991-12-01 2020-12-01",22.08,2.21,30,"1991-12-01 2020-12-01",-16.83,4.07,30,"1991-12-01 2020-12-01",64.81,4.53,30,"1991-12-01 2020-12-01",-14.5,3.77,30,"1991-12-01 2020-12-01",3.53,1.01,30,"1991-12-01 2020-12-01",30.58,19.29,30,"1991-12-01 2020-12-01",7.68,13.69,22,"1991-12-01 2020-12-01",35.9,20.12,22,"1991-12-01 2020-12-01",15,9.67,23,"1991-12-01 2020-12-01",108066,12710.28,7,"2014-12-01 2020-12-01"
2021-11-01,-2.13,2.36,30,"1991-11-01 2020-11-01",91.1,2.46,30,"1991-11-01 2020-11-01",2.56,2.91,30,"1991-11-01 2020-11-01",23.26,2.48,30,"1991-11-01 2020-11-01",-9.15,2.86,30,"1991-11-01 2020-11-01",61.26,4.28,30,"1991-11-01 2020-11-01",-6.82,2.56,30,"1991-11-01 2020-11-01",3.27,0.8,30,"1991-11-01 2020-11-01",44.25,31.15,30,"1991-11-01 2020-11-01",25.58,29.85,24,"1991-11-01 2020-11-01",22.83,13.2,23,"1991-11-01 2020-11-01",3.4,3.46,23,"1991-11-01 2020-11-01",128572,22298.74,7,"2014-11-01 2020-11-01"
2021-10-01,4.63,1.64,30,"1991-10-01 2020-10-01",93.67,3.9,30,"1991-10-01 2020-10-01",10.72,1.88,30,"1991-10-01 2020-10-01",23.71,2.44,30,"1991-10-01 2020-10-01",-1.99,1.92,30,"1991-10-01 2020-10-01",56.67,5.55,30,"1991-10-01 2020-10-01",-0.25,1.61,30,"1991-10-01 2020-10-01",2.88,0.93,30,"1991-10-01 2020-10-01",71.09,35.04,30,"1991-10-01 2020-10-01",47.22,30.12,22,"1991-10-01 2020-10-01",8.2,11.19,21,"1991-10-01 2020-10-01",0.5,0.98,22,"1991-10-01 2020-10-01",226519,19453.85,7,"2014-10-01 2020-10-01"
2021-09-01,11.85,1.6,30,"1991-09-01 2020-09-01",96.57,2.6,30,"1991-09-01 2020-09-01",18.89,1.62,30,"1991-09-01 2020-09-01",22.35,1.89,30,"1991-09-01 2020-09-01",4.99,1.89,30,"1991-09-01 2020-09-01",55.84,4.67,30,"1991-09-01 2020-09-01",5.66,1.61,30,"1991-09-01 2020-09-01",1.93,0.78,30,"1991-09-01 2020-09-01",68.66,30.06,30,"1991-09-01 2020-09-01",78.72,29.79,13,"1991-09-01 2020-09-01",0.59,1.35,13,"1991-09-01 2020-09-01",0,0,14,"1991-09-01 2020-09-01",373399,34703.99,7,"2014-09-01 2020-09-01"
2021-08-01,15.63,1.05,30,"1991-08-01 2020-08-01",96.52,2.11,30,"1991-08-01 2020-08-01",23.97,1.44,30,"1991-08-01 2020-08-01",21.51,1.73,30,"1991-08-01 2020-08-01",9.35,1.18,30,"1991-08-01 2020-08-01",52.45,4.47,30,"1991-08-01 2020-08-01",10.13,1.16,30,"1991-08-01 2020-08-01",1.84,0.88,30,"1991-08-01 2020-08-01",68.28,25.56,30,"1991-08-01 2020-08-01",68.52,19.41,13,"1991-08-01 2020-08-01",0,0,13,"1991-08-01 2020-08-01",0,0,14,"1991-08-01 2020-08-01",536008,24998.55,7,"2014-08-01 2020-08-01"
2021-07-01,15.85,1.24,30,"1991-07-01 2020-07-01",95.93,2.16,30,"1991-07-01 2020-07-01",24.58,1.75,30,"1991-07-01 2020-07-01",22.42,1.66,30,"1991-07-01 2020-07-01",10.02,1.19,30,"1991-07-01 2020-07-01",51.86,4.23,30,"1991-07-01 2020-07-01",11.07,1.15,30,"1991-07-01 2020-07-01",1.91,0.71,30,"1991-07-01 2020-07-01",82.82,38.72,30,"1991-07-01 2020-07-01",81.35,46.87,13,"1991-07-01 2020-07-01",0,0,13,"1991-07-01 2020-07-01",0,0,14,"1991-07-01 2020-07-01",607582,182826.69,7,"2014-07-01 2020-07-01"
2021-06-01,12.31,1.24,30,"1991-06-01 2020-06-01",95.17,2.38,30,"1991-06-01 2020-06-01",21.4,1.37,30,"1991-06-01 2020-06-01",23.46,1.52,30,"1991-06-01 2020-06-01",6.37,1.14,30,"1991-06-01 2020-06-01",49.9,3.8,30,"1991-06-01 2020-06-01",7.76,1.07,30,"1991-06-01 2020-06-01",1.98,0.72,30,"1991-06-01 2020-06-01",82.58,44.54,30,"1991-06-01 2020-06-01",74.42,39.71,13,"1991-06-01 2020-06-01",0,0,13,"1991-06-01 2020-06-01",0.3,1,15,"1991-06-01 2020-06-01",656269,50885.82,6,"2015-06-01 2020-06-01"
2021-05-01,5.83,1.72,30,"1991-05-01 2020-05-01",91.68,3.43,30,"1991-05-01 2020-05-01",16.09,1.64,30,"1991-05-01 2020-05-01",25.66,1.23,30,"1991-05-01 2020-05-01",-0.55,1.69,30,"1991-05-01 2020-05-01",43.86,4.95,30,"1991-05-01 2020-05-01",2.04,1.5,30,"1991-05-01 2020-05-01",2.33,0.83,30,"1991-05-01 2020-05-01",73.75,37.01,30,"1991-05-01 2020-05-01",63.17,21.74,12,"1991-05-01 2020-05-01",1.33,2.18,12,"1991-05-01 2020-05-01",0.5,1.32,17,"1991-05-01 2020-05-01",590156,48363.18,6,"2015-05-01 2020-05-01"
2021-04-01,-0.82,1.57,30,"1991-04-01 2020-04-01",88.79,3.66,30,"1991-04-01 2020-04-01",8.75,2.29,30,"1991-04-01 2020-04-01",24.97,2.26,30,"1991-04-01 2020-04-01",-7.55,1.91,30,"1991-04-01 2020-04-01",42.49,5.66,30,"1991-04-01 2020-04-01",-4.05,1.45,30,"1991-04-01 2020-04-01",2.64,0.95,30,"1991-04-01 2020-04-01",47.22,35.6,30,"1991-04-01 2020-04-01",21.1,23.97,22,"1991-04-01 2020-04-01",12.81,11.81,22,"1991-04-01 2020-04-01",7.9,11.23,21,"1991-04-01 2020-04-01",505172,75995.18,6,"2015-04-01 2020-04-01"
2021-03-01,-5.72,2.52,30,"1991-03-01 2020-03-01",87.5,2.82,30,"1991-03-01 2020-03-01",1.11,2.61,30,"1991-03-01 2020-03-01",23,2.43,30,"1991-03-01 2020-03-01",-14.21,3.05,30,"1991-03-01 2020-03-01",49.23,3.9,30,"1991-03-01 2020-03-01",-11.35,2.94,30,"1991-03-01 2020-03-01",2.8,0.78,30,"1991-03-01 2020-03-01",25.62,14.4,30,"1991-03-01 2020-03-01",12.02,11.19,22,"1991-03-01 2020-03-01",17.59,11.23,22,"1991-03-01 2020-03-01",31,22.21,21,"1991-03-01 2020-03-01",429920,27590.31,6,"2015-03-01 2020-03-01"
2021-02-01,-10.85,3.51,30,"1991-02-01 2020-02-01",85.51,3.6,30,"1991-02-01 2020-02-01",-5.16,3.19,30,"1991-02-01 2020-02-01",22.43,2.23,30,"1991-02-01 2020-02-01",-21.12,4.05,30,"1991-02-01 2020-02-01",53.6,5.14,30,"1991-02-01 2020-02-01",-18.29,3.91,30,"1991-02-01 2020-02-01",3.12,1.27,30,"1991-02-01 2020-02-01",13.14,9.98,30,"1991-02-01 2020-02-01",1.28,3.16,23,"1991-02-01 2020-02-01",23.48,17.12,23,"1991-02-01 2020-02-01",39.8,22.92,23,"1991-02-01 2020-02-01",257998,21688.24,6,"2015-02-01 2020-02-01"
2021-01-01,-12.06,3.48,30,"1991-01-01 2020-01-01",85.52,4.18,30,"1991-01-01 2020-01-01",-7.79,2.99,30,"1991-01-01 2020-01-01",22.16,1.67,30,"1991-01-01 2020-01-01",-22.33,4.49,30,"1991-01-01 2020-01-01",60.44,5.45,30,"1991-01-01 2020-01-01",-19.56,3.99,30,"1991-01-01 2020-01-01",3.48,0.97,30,"1991-01-01 2020-01-01",23.6,12.29,30,"1991-01-01 2020-01-01",2.3,3.88,23,"1991-01-01 2020-01-01",31.22,15.17,23,"1991-01-01 2020-01-01",29,16.56,21,"1991-01-01 2020-01-01",143892,11246.86,6,"2015-01-01 2020-01-01"
2020-12-01,-8.35,3.02,30,"1990-12-01 2019-12-01",88.43,3.14,30,"1990-12-01 2019-12-01",-4.6,2.92,30,"1990-12-01 2019-12-01",22.07,2.21,30,"1990-12-01 2019-12-01",-17.04,4.13,30,"1990-12-01 2019-12-01",64.54,4.6,30,"1990-12-01 2019-12-01",-14.67,3.82,30,"1990-12-01 2019-12-01",3.45,1.06,30,"1990-12-01 2019-12-01",31.57,19.41,30,"1990-12-01 2019-12-01",7.77,13.65,22,"1990-12-01 2019-12-01",34.79,18.54,22,"1990-12-01 2019-12-01",14.7,9.45,23,"1990-12-01 2019-12-01",108203,13723.93,6,"2014-12-01 2019-12-01"
2020-11-01,-2.17,2.34,30,"1990-11-01 2019-11-01",90.9,2.4,30,"1990-11-01 2019-11-01",2.52,2.89,30,"1990-11-01 2019-11-01",23.2,2.45,30,"1990-11-01 2019-11-01",-9.23,2.86,30,"1990-11-01 2019-11-01",61.13,4.4,30,"1990-11-01 2019-11-01",-6.86,2.55,30,"1990-11-01 2019-11-01",3.29,0.77,30,"1990-11-01 2019-11-01",45.3,30.79,30,"1990-11-01 2019-11-01",26.17,29.6,24,"1990-11-01 2019-11-01",23.4,13.38,23,"1990-11-01 2019-11-01",3.3,3.4,23,"1990-11-01 2019-11-01",124267,21222.48,6,"2014-11-01 2019-11-01"
2020-10-01,4.7,1.57,30,"1990-10-01 2019-10-01",93.67,3.9,30,"1990-10-01 2019-10-01",10.82,1.77,30,"1990-10-01 2019-10-01",23.65,2.46,30,"1990-10-01 2019-10-01",-1.95,1.87,30,"1990-10-01 2019-10-01",56.76,5.49,30,"1990-10-01 2019-10-01",-0.23,1.58,30,"1990-10-01 2019-10-01",2.8,0.98,30,"1990-10-01 2019-10-01",71.62,35.1,30,"1990-10-01 2019-10-01",47.9,30.49,22,"1990-10-01 2019-10-01",7.93,11,21,"1990-10-01 2019-10-01",0.3,0.52,22,"1990-10-01 2019-10-01",225001,20624.98,6,"2014-10-01 2019-10-01"
2020-09-01,11.89,1.57,30,"1990-09-01 2019-09-01",96.54,2.59,30,"1990-09-01 2019-09-01",18.89,1.62,30,"1990-09-01 2019-09-01",22.29,1.88,30,"1990-09-01 2019-09-01",4.99,1.89,30,"1990-09-01 2019-09-01",56.04,4.69,30,"1990-09-01 2019-09-01",5.67,1.61,30,"1990-09-01 2019-09-01",1.89,0.79,30,"1990-09-01 2019-09-01",68.2,30.03,30,"1990-09-01 2019-09-01",79.17,29.51,13,"1990-09-01 2019-09-01",0.59,1.35,13,"1990-09-01 2019-09-01",0,0,14,"1990-09-01 2019-09-01",367665,34277.64,6,"2014-09-01 2019-09-01"
2020-08-01,15.59,1.05,30,"1990-08-01 2019-08-01",96.44,2.11,30,"1990-08-01 2019-08-01",23.97,1.44,30,"1990-08-01 2019-08-01",21.32,1.84,30,"1990-08-01 2019-08-01",9.3,1.16,30,"1990-08-01 2019-08-01",52.43,4.46,30,"1990-08-01 2019-08-01",10.09,1.14,30,"1990-08-01 2019-08-01",1.79,0.92,30,"1990-08-01 2019-08-01",67.15,25,30,"1990-08-01 2019-08-01",65.64,17.08,13,"1990-08-01 2019-08-01",0,0,13,"1990-08-01 2019-08-01",0,0,14,"1990-08-01 2019-08-01",538086,26435.69,6,"2014-08-01 2019-08-01"
2020-07-01,15.77,1.2,30,"1990-07-01 2019-07-01",95.86,2.14,30,"1990-07-01 2019-07-01",24.47,1.7,30,"1990-07-01 2019-07-01",22.31,1.76,30,"1990-07-01 2019-07-01",9.94,1.13,30,"1990-07-01 2019-07-01",51.96,4.2,30,"1990-07-01 2019-07-01",10.99,1.08,30,"1990-07-01 2019-07-01",1.87,0.74,30,"1990-07-01 2019-07-01",83.87,38.5,30,"1990-07-01 2019-07-01",78.42,44.93,13,"1990-07-01 2019-07-01",0,0,13,"1990-07-01 2019-07-01",0,0,14,"1990-07-01 2019-07-01",595456,194851.58,6,"2014-07-01 2019-07-01"
2020-06-01,12.31,1.24,30,"1990-06-01 2019-06-01",95.2,2.38,30,"1990-06-01 2019-06-01",21.32,1.35,30,"1990-06-01 2019-06-01",23.37,1.5,30,"1990-06-01 2019-06-01",6.36,1.14,30,"1990-06-01 2019-06-01",50.22,3.77,30,"1990-06-01 2019-06-01",7.73,1.06,30,"1990-06-01 2019-06-01",1.91,0.74,30,"1990-06-01 2019-06-01",85.53,44.99,30,"1990-06-01 2019-06-01",81.36,41.77,13,"1990-06-01 2019-06-01",0,0,13,"1990-06-01 2019-06-01",0.3,1,15,"1990-06-01 2019-06-01",646797,50684.4,5,"2015-06-01 2019-06-01"
2020-05-01,5.82,1.73,30,"1990-05-01 2019-05-01",91.68,3.43,30,"1990-05-01 2019-05-01",16.02,1.65,30,"1990-05-01 2019-05-01",25.61,1.28,30,"1990-05-01 2019-05-01",-0.51,1.66,30,"1990-05-01 2019-05-01",44.19,4.73,30,"1990-05-01 2019-05-01",2.02,1.51,30,"1990-05-01 2019-05-01",2.31,0.83,30,"1990-05-01 2019-05-01",74.43,36.54,30,"1990-05-01 2019-05-01",64.22,21.19,12,"1990-05-01 2019-05-01",1.22,2.21,12,"1990-05-01 2019-05-01",0.5,1.32,17,"1990-05-01 2019-05-01",571901,28415.67,5,"2015-05-01 2019-05-01"
2020-04-01,-0.74,1.56,30,"1990-04-01 2019-04-01",88.75,3.68,30,"1990-04-01 2019-04-01",8.8,2.28,30,"1990-04-01 2019-04-01",24.88,2.24,30,"1990-04-01 2019-04-01",-7.47,1.89,30,"1990-04-01 2019-04-01",42.8,5.65,30,"1990-04-01 2019-04-01",-4.02,1.46,30,"1990-04-01 2019-04-01",2.56,0.97,30,"1990-04-01 2019-04-01",48.94,35.07,30,"1990-04-01 2019-04-01",23.27,24.77,22,"1990-04-01 2019-04-01",12.98,11.71,22,"1990-04-01 2019-04-01",6.8,10.92,21,"1990-04-01 2019-04-01",492766,77503.92,5,"2015-04-01 2019-04-01"
2020-03-01,-5.76,2.5,30,"1990-03-01 2019-03-01",87.36,2.81,30,"1990-03-01 2019-03-01",1.12,2.61,30,"1990-03-01 2019-03-01",22.97,2.41,30,"1990-03-01 2019-03-01",-14.23,3.04,30,"1990-03-01 2019-03-01",49.24,3.9,30,"1990-03-01 2019-03-01",-11.35,2.94,30,"1990-03-01 2019-03-01",2.8,0.78,30,"1990-03-01 2019-03-01",25.29,14.19,30,"1990-03-01 2019-03-01",12.74,11.51,22,"1990-03-01 2019-03-01",16.45,11.16,22,"1990-03-01 2019-03-01",28.3,21.95,21,"1990-03-01 2019-03-01",432060,29765.7,5,"2015-03-01 2019-03-01"
2020-02-01,-10.83,3.51,30,"1990-02-01 2019-02-01",85.44,3.62,30,"1990-02-01 2019-02-01",-5.2,3.18,30,"1990-02-01 2019-02-01",22.39,2.21,30,"1990-02-01 2019-02-01",-21.19,4.08,30,"1990-02-01 2019-02-01",53.75,5.03,30,"1990-02-01 2019-02-01",-18.3,3.92,30,"1990-02-01 2019-02-01",3.06,1.26,30,"1990-02-01 2019-02-01",13.08,9.96,30,"1990-02-01 2019-02-01",1.28,3.16,23,"1990-02-01 2019-02-01",23.7,17.05,23,"1990-02-01 2019-02-01",38.3,22.53,23,"1990-02-01 2019-02-01",252639,19801.4,5,"2015-02-01 2019-02-01"
2020-01-01,-12.04,3.5,30,"1990-01-01 2019-01-01",85.54,4.21,30,"1990-01-01 2019-01-01",-7.76,3.03,30,"1990-01-01 2019-01-01",22.17,1.67,30,"1990-01-01 2019-01-01",-22.45,4.36,30,"1990-01-01 2019-01-01",60.3,5.29,30,"1990-01-01 2019-01-01",-19.67,3.88,30,"1990-01-01 2019-01-01",3.43,1.04,30,"1990-01-01 2019-01-01",22.8,10.4,30,"1990-01-01 2019-01-01",2.3,3.88,23,"1990-01-01 2019-01-01",30.9,14.58,23,"1990-01-01 2019-01-01",27.5,15.06,21,"1990-01-01 2019-01-01",146580,10412.84,5,"2015-01-01 2019-01-01"
